,Day,Month,Year,1St,2ตัวบน,3ตัวบน,2ตัวล่าง,3ตัวหน้า1,3ตัวหน้า2,3ตัวล่าง1,3ตัวล่าง,2ตัวบน_100,2ตัวบน_10,2ตัวบน_1,3ตัวบน_100,3ตัวบน_10,3ตัวบน_1,2ตัวล่าง_100,2ตัวล่าง_10,2ตัวล่าง_1,3ตัวหน้า1_100,3ตัวหน้า1_10,3ตัวหน้า1_1,3ตัวหน้า2_100,3ตัวหน้า2_10,3ตัวหน้า2_1,3ตัวล่าง1_100,3ตัวล่าง1_10,3ตัวล่าง1_1,3ตัวล่าง_100,3ตัวล่าง_10,3ตัวล่าง_1
0,16,12,2563,201303,3,303,70,377,828,72,517,0,0,3,3,0,3,0,7,0,3,7,7,8,2,8,0,7,2,5,1,7
1,1,12,2563,100994,94,994,84,93,776,834,984,0,9,4,9,9,4,0,8,4,0,9,3,7,7,6,8,3,4,9,8,4
2,16,11,2563,972661,61,661,46,368,741,208,255,0,6,1,6,6,1,0,4,6,3,6,8,7,4,1,2,0,8,2,5,5
3,1,11,2563,506404,4,404,40,154,598,62,245,0,0,4,4,0,4,0,4,0,1,5,4,5,9,8,0,6,2,2,4,5
4,16,10,2563,286051,51,51,38,189,464,45,980,0,5,1,0,5,1,0,3,8,1,8,9,4,6,4,0,4,5,9,8,0
5,1,10,2563,837893,93,893,59,594,757,110,595,0,9,3,8,9,3,0,5,9,5,9,4,7,5,7,1,1,0,5,9,5
6,16,9,2563,244083,83,83,57,127,220,623,853,0,8,3,0,8,3,0,5,7,1,2,7,2,2,0,6,2,3,8,5,3
7,1,9,2563,999997,97,997,98,636,725,342,957,0,9,7,9,9,7,0,9,8,6,3,6,7,2,5,3,4,2,9,5,7
8,16,8,2563,945811,11,811,88,614,712,364,733,0,1,1,8,1,1,0,8,8,6,1,4,7,1,2,3,6,4,7,3,3
9,1,8,2563,569391,91,391,92,575,931,578,809,0,9,1,3,9,1,0,9,2,5,7,5,9,3,1,5,7,8,8,0,9
10,16,7,2563,873286,86,286,53,510,533,494,682,0,8,6,2,8,6,0,5,3,5,1,0,5,3,3,4,9,4,6,8,2
11,1,7,2563,347258,58,258,83,95,362,94,307,0,5,8,2,5,8,0,8,3,0,9,5,3,6,2,0,9,4,3,0,7
12,16,6,2563,516967,67,967,64,876,882,565,625,0,6,7,9,6,7,0,6,4,8,7,6,8,8,2,5,6,5,6,2,5
13,1,6,2563,831567,67,567,24,264,489,562,582,0,6,7,5,6,7,0,2,4,2,6,4,4,8,9,5,6,2,5,8,2
14,1,4,2563,51095,95,95,22,285,430,191,364,0,9,5,0,9,5,0,2,2,2,8,5,4,3,0,1,9,1,3,6,4
15,16,3,2563,503446,46,446,77,258,726,404,661,0,4,6,4,4,6,0,7,7,2,5,8,7,2,6,4,0,4,6,6,1
16,1,3,2563,875938,38,938,98,294,328,597,780,0,3,8,9,3,8,0,9,8,2,9,4,3,2,8,5,9,7,7,8,0
17,16,2,2563,781403,3,403,94,515,952,30,918,0,0,3,4,0,3,0,9,4,5,1,5,9,5,2,0,3,0,9,1,8
18,1,2,2563,589227,27,227,6,259,552,375,927,0,2,7,2,2,7,0,0,6,2,5,9,5,5,2,3,7,5,9,2,7
19,17,1,2563,491774,74,774,68,4,132,379,595,0,7,4,7,7,4,0,6,8,0,0,4,1,3,2,3,7,9,5,9,5
20,30,12,2562,510541,41,541,81,116,382,140,250,0,4,1,5,4,1,0,8,1,1,1,6,3,8,2,1,4,0,2,5,0
21,16,12,2562,529924,24,924,97,43,138,555,665,0,2,4,9,2,4,0,9,7,0,4,3,1,3,8,5,5,5,6,6,5
22,1,12,2562,453522,22,522,81,261,617,13,457,0,2,2,5,2,2,0,8,1,2,6,1,6,1,7,0,1,3,4,5,7
23,16,11,2562,17223,23,223,32,164,640,85,194,0,2,3,2,2,3,0,3,2,1,6,4,6,4,0,0,8,5,1,9,4
24,1,11,2562,967375,75,375,79,323,806,21,206,0,7,5,3,7,5,0,7,9,3,2,3,8,0,6,0,2,1,2,0,6
25,16,10,2562,812564,64,564,15,255,625,132,598,0,6,4,5,6,4,0,1,5,2,5,5,6,2,5,1,3,2,5,9,8
26,1,10,2562,691197,97,197,59,392,920,606,797,0,9,7,1,9,7,0,5,9,3,9,2,9,2,0,6,0,6,7,9,7
27,16,9,2562,340388,88,388,85,733,947,925,939,0,8,8,3,8,8,0,8,5,7,3,3,9,4,7,9,2,5,9,3,9
28,1,9,2562,798787,87,787,20,210,847,274,439,0,8,7,7,8,7,0,2,0,2,1,0,8,4,7,2,7,4,4,3,9
29,16,8,2562,775476,76,476,89,149,912,563,580,0,7,6,4,7,6,0,8,9,1,4,9,9,1,2,5,6,3,5,8,0
30,1,8,2562,387006,6,6,58,135,983,562,795,0,0,6,0,0,6,0,5,8,1,3,5,9,8,3,5,6,2,7,9,5
31,15,7,2562,369765,65,765,88,355,901,113,556,0,6,5,7,6,5,0,8,8,3,5,5,9,0,1,1,1,3,5,5,6
32,1,7,2562,943647,47,647,86,239,864,6,375,0,4,7,6,4,7,0,8,6,2,3,9,8,6,4,0,0,6,3,7,5
33,16,6,2562,174055,55,55,29,625,884,127,800,0,5,5,0,5,5,0,2,9,6,2,5,8,8,4,1,2,7,8,0,0
34,1,6,2562,516461,61,461,46,589,713,215,560,0,6,1,4,6,1,0,4,6,5,8,9,7,1,3,2,1,5,5,6,0
35,16,5,2562,962526,26,526,71,669,949,18,828,0,2,6,5,2,6,0,7,1,6,6,9,9,4,9,0,1,8,8,2,8
36,2,5,2562,61324,24,324,25,43,476,374,699,0,2,4,3,2,4,0,2,5,0,4,3,4,7,6,3,7,4,6,9,9
37,16,4,2562,570331,31,331,23,512,930,966,968,0,3,1,3,3,1,0,2,3,5,1,2,9,3,0,9,6,6,9,6,8
38,1,4,2562,109767,67,767,52,888,959,403,975,0,6,7,7,6,7,0,5,2,8,8,8,9,5,9,4,0,3,9,7,5
39,16,3,2562,724628,28,628,64,148,883,154,877,0,2,8,6,2,8,0,6,4,1,4,8,8,8,3,1,5,4,8,7,7
40,1,3,2562,345650,50,650,65,137,999,830,837,0,5,0,6,5,0,0,6,5,1,3,7,9,9,9,8,3,0,8,3,7
41,16,2,2562,74824,24,824,56,881,910,612,879,0,2,4,8,2,4,0,5,6,8,8,1,9,1,0,6,1,2,8,7,9
42,1,2,2562,967134,34,134,4,643,779,197,948,0,3,4,1,3,4,0,0,4,6,4,3,7,7,9,1,9,7,9,4,8
43,17,1,2562,197079,79,79,65,206,412,127,660,0,7,9,0,7,9,0,6,5,2,0,6,4,1,2,1,2,7,6,6,0
44,30,12,2561,735867,67,867,2,31,913,701,884,0,6,7,8,6,7,0,0,2,0,3,1,9,1,3,7,0,1,8,8,4
45,16,12,2561,356564,64,564,62,480,948,297,369,0,6,4,5,6,4,0,6,2,4,8,0,9,4,8,2,9,7,3,6,9
46,1,12,2561,21840,40,840,67,45,307,561,988,0,4,0,8,4,0,0,6,7,0,4,5,3,0,7,5,6,1,9,8,8
47,16,11,2561,989903,3,903,16,471,930,140,876,0,0,3,9,0,3,0,1,6,4,7,1,9,3,0,1,4,0,8,7,6
48,1,11,2561,149840,40,840,58,384,576,46,509,0,4,0,8,4,0,0,5,8,3,8,4,5,7,6,0,4,6,5,0,9
49,16,10,2561,200515,15,515,93,186,392,192,212,0,1,5,5,1,5,0,9,3,1,8,6,3,9,2,1,9,2,2,1,2
50,1,10,2561,452643,43,643,99,594,726,561,810,0,4,3,6,4,3,0,9,9,5,9,4,7,2,6,5,6,1,8,1,0
51,16,9,2561,149760,60,760,79,323,539,155,297,0,6,0,7,6,0,0,7,9,3,2,3,5,3,9,1,5,5,2,9,7
52,1,9,2561,734510,10,510,26,464,512,97,202,0,1,0,5,1,0,0,2,6,4,6,4,5,1,2,0,9,7,2,0,2
53,16,8,2561,586117,17,117,10,340,670,591,815,0,1,7,1,1,7,0,1,0,3,4,0,6,7,0,5,9,1,8,1,5
54,1,8,2561,386602,2,602,78,832,903,549,726,0,0,2,6,0,2,0,7,8,8,3,2,9,0,3,5,4,9,7,2,6
55,16,7,2561,596324,24,324,27,403,530,138,362,0,2,4,3,2,4,0,2,7,4,0,3,5,3,0,1,3,8,3,6,2
56,1,7,2561,963623,23,623,83,429,901,210,217,0,2,3,6,2,3,0,8,3,4,2,9,9,0,1,2,1,0,2,1,7
57,16,6,2561,223131,31,131,46,432,507,132,868,0,3,1,1,3,1,0,4,6,4,3,2,5,0,7,1,3,2,8,6,8
58,1,6,2561,988117,17,117,95,310,553,248,650,0,1,7,1,1,7,0,9,5,3,1,0,5,5,3,2,4,8,6,5,0
59,16,5,2561,75629,29,629,20,130,357,47,506,0,2,9,6,2,9,0,2,0,1,3,0,3,5,7,0,4,7,5,0,6
60,2,5,2561,248038,38,38,85,527,980,225,602,0,3,8,0,3,8,0,8,5,5,2,7,9,8,0,2,2,5,6,0,2
61,16,4,2561,739229,29,229,60,273,654,76,526,0,2,9,2,2,9,0,6,0,2,7,3,6,5,4,0,7,6,5,2,6
62,1,4,2561,412073,73,73,85,131,787,638,924,0,7,3,0,7,3,0,8,5,1,3,1,7,8,7,6,3,8,9,2,4
63,16,3,2561,218559,59,559,82,64,720,205,489,0,5,9,5,5,9,0,8,2,0,6,4,7,2,0,2,0,5,4,8,9
64,2,3,2561,759415,15,415,29,318,870,589,723,0,1,5,4,1,5,0,2,9,3,1,8,8,7,0,5,8,9,7,2,3
65,16,2,2561,309915,15,915,39,7,388,230,748,0,1,5,9,1,5,0,3,9,0,0,7,3,8,8,2,3,0,7,4,8
66,1,2,2561,26853,53,853,31,106,947,181,519,0,5,3,8,5,3,0,3,1,1,0,6,9,4,7,1,8,1,5,1,9
67,17,1,2561,203823,23,823,50,624,799,236,397,0,2,3,8,2,3,0,5,0,6,2,4,7,9,9,2,3,6,3,9,7
68,30,12,2560,911234,34,234,98,373,495,504,953,0,3,4,2,3,4,0,9,8,3,7,3,4,9,5,5,0,4,9,5,3
69,16,12,2560,955596,96,596,89,616,836,290,938,0,9,6,5,9,6,0,8,9,6,1,6,8,3,6,2,9,0,9,3,8
70,1,12,2560,451005,5,5,33,303,626,257,601,0,0,5,0,0,5,0,3,3,3,0,3,6,2,6,2,5,7,6,0,1
71,16,11,2560,292391,91,391,98,831,961,477,628,0,9,1,3,9,1,0,9,8,8,3,1,9,6,1,4,7,7,6,2,8
72,1,11,2560,533726,26,726,85,165,425,36,485,0,2,6,7,2,6,0,8,5,1,6,5,4,2,5,0,3,6,4,8,5
73,16,10,2560,413494,94,494,86,180,971,128,287,0,9,4,4,9,4,0,8,6,1,8,0,9,7,1,1,2,8,2,8,7
74,1,10,2560,880714,14,714,52,611,726,462,952,0,1,4,7,1,4,0,5,2,6,1,1,7,2,6,4,6,2,9,5,2
75,16,9,2560,170143,43,143,71,172,647,340,388,0,4,3,1,4,3,0,7,1,1,7,2,6,4,7,3,4,0,3,8,8
76,1,9,2560,143224,24,224,65,345,679,195,278,0,2,4,2,2,4,0,6,5,3,4,5,6,7,9,1,9,5,2,7,8
77,16,8,2560,715431,31,431,37,115,302,253,945,0,3,1,4,3,1,0,3,7,1,1,5,3,0,2,2,5,3,9,4,5
78,1,8,2560,756519,19,519,36,61,386,787,989,0,1,9,5,1,9,0,3,6,0,6,1,3,8,6,7,8,7,9,8,9
79,16,7,2560,820327,27,327,87,584,835,390,823,0,2,7,3,2,7,0,8,7,5,8,4,8,3,5,3,9,0,8,2,3
80,1,7,2560,112360,60,360,26,226,489,5,688,0,6,0,3,6,0,0,2,6,2,2,6,4,8,9,0,0,5,6,8,8
81,16,6,2560,943142,42,142,47,626,878,373,740,0,4,2,1,4,2,0,4,7,6,2,6,8,7,8,3,7,3,7,4,0
82,1,6,2560,53630,30,630,61,121,218,581,881,0,3,0,6,3,0,0,6,1,1,2,1,2,1,8,5,8,1,8,8,1
83,16,5,2560,454891,91,891,53,8,396,490,603,0,9,1,8,9,1,0,5,3,0,0,8,3,9,6,4,9,0,6,0,3
84,2,5,2560,8656,56,656,35,573,949,773,923,0,5,6,6,5,6,0,3,5,5,7,3,9,4,9,7,7,3,9,2,3
85,16,4,2560,816729,29,729,40,766,973,241,807,0,2,9,7,2,9,0,4,0,7,6,6,9,7,3,2,4,1,8,0,7
86,1,4,2560,392785,85,785,80,20,57,500,709,0,8,5,7,8,5,0,8,0,0,2,0,0,5,7,5,0,0,7,0,9
87,16,3,2560,273863,63,863,92,324,918,694,941,0,6,3,8,6,3,0,9,2,3,2,4,9,1,8,6,9,4,9,4,1
88,1,3,2560,978453,53,453,78,450,560,52,577,0,5,3,4,5,3,0,7,8,4,5,0,5,6,0,0,5,2,5,7,7
89,16,2,2560,229116,16,116,14,128,464,375,953,0,1,6,1,1,6,0,1,4,1,2,8,4,6,4,3,7,5,9,5,3
90,1,2,2560,54672,72,672,42,66,807,426,628,0,7,2,6,7,2,0,4,2,0,6,6,8,0,7,4,2,6,6,2,8
91,17,1,2560,145157,57,157,25,511,663,516,836,0,5,7,1,5,7,0,2,5,5,1,1,6,6,3,5,1,6,8,3,6
92,30,12,2559,377712,12,712,46,304,890,477,769,0,1,2,7,1,2,0,4,6,3,0,4,8,9,0,4,7,7,7,6,9
93,16,12,2559,435286,86,286,35,366,596,199,716,0,8,6,2,8,6,0,3,5,3,6,6,5,9,6,1,9,9,7,1,6
94,1,12,2559,86069,69,69,77,513,873,148,450,0,6,9,0,6,9,0,7,7,5,1,3,8,7,3,1,4,8,4,5,0
95,16,11,2559,858383,83,383,44,40,682,558,570,0,8,3,3,8,3,0,4,4,0,4,0,6,8,2,5,5,8,5,7,0
96,1,11,2559,785438,38,438,86,824,976,38,752,0,3,8,4,3,8,0,8,6,8,2,4,9,7,6,0,3,8,7,5,2
97,16,10,2559,571947,47,947,98,692,885,32,587,0,4,7,9,4,7,0,9,8,6,9,2,8,8,5,0,3,2,5,8,7
98,1,10,2559,887102,2,102,33,194,280,17,458,0,0,2,1,0,2,0,3,3,1,9,4,2,8,0,0,1,7,4,5,8
99,16,9,2559,240650,50,650,42,493,583,43,160,0,5,0,6,5,0,0,4,2,4,9,3,5,8,3,0,4,3,1,6,0
100,1,9,2559,638684,84,684,62,334,335,630,669,0,8,4,6,8,4,0,6,2,3,3,4,3,3,5,6,3,0,6,6,9
101,16,8,2559,254004,4,4,33,366,966,596,631,0,0,4,0,0,4,0,3,3,3,6,6,9,6,6,5,9,6,6,3,1
102,1,8,2559,272932,32,932,57,538,983,472,871,0,3,2,9,3,2,0,5,7,5,3,8,9,8,3,4,7,2,8,7,1
103,16,7,2559,449764,64,764,55,552,734,158,925,0,6,4,7,6,4,0,5,5,5,5,2,7,3,4,1,5,8,9,2,5
104,1,7,2559,82460,60,460,53,169,609,173,302,0,6,0,4,6,0,0,5,3,1,6,9,6,0,9,1,7,3,3,0,2
105,16,6,2559,73816,16,816,79,251,804,321,749,0,1,6,8,1,6,0,7,9,2,5,1,8,0,4,3,2,1,7,4,9
106,1,6,2559,511825,25,825,14,111,775,880,937,0,2,5,8,2,5,0,1,4,1,1,1,7,7,5,8,8,0,9,3,7
107,16,5,2559,141737,37,737,98,382,975,87,268,0,3,7,7,3,7,0,9,8,3,8,2,9,7,5,0,8,7,2,6,8
108,2,5,2559,399459,59,459,2,238,403,46,671,0,5,9,4,5,9,0,0,2,2,3,8,4,0,3,0,4,6,6,7,1
109,16,4,2559,221609,9,609,87,8,228,507,523,0,0,9,6,0,9,0,8,7,0,0,8,2,2,8,5,0,7,5,2,3
110,1,4,2559,66720,20,720,92,390,546,285,852,0,2,0,7,2,0,0,9,2,3,9,0,5,4,6,2,8,5,8,5,2
111,16,3,2559,134918,18,918,32,855,877,4,973,0,1,8,9,1,8,0,3,2,8,5,5,8,7,7,0,0,4,9,7,3
112,1,3,2559,439686,86,686,6,426,530,155,743,0,8,6,6,8,6,0,0,6,4,2,6,5,3,0,1,5,5,7,4,3
113,16,2,2559,356364,64,364,98,312,699,309,535,0,6,4,3,6,4,0,9,8,3,1,2,6,9,9,3,0,9,5,3,5
114,1,2,2559,927800,0,800,9,625,999,54,76,0,0,0,8,0,0,0,0,9,6,2,5,9,9,9,0,5,4,0,7,6
115,17,1,2559,304371,71,371,50,31,532,743,786,0,7,1,3,7,1,0,5,0,0,3,1,5,3,2,7,4,3,7,8,6
116,30,12,2558,8217,17,217,2,246,264,596,895,0,1,7,2,1,7,0,0,2,2,4,6,2,6,4,5,9,6,8,9,5
117,17,12,2558,930255,55,255,8,140,250,94,638,0,5,5,2,5,5,0,0,8,1,4,0,2,5,0,0,9,4,6,3,8
118,1,12,2558,915350,50,350,78,238,181,714,175,0,5,0,3,5,0,0,7,8,2,3,8,1,8,1,7,1,4,1,7,5
119,16,11,2558,795283,83,283,3,241,28,643,802,0,8,3,2,8,3,0,0,3,2,4,1,0,2,8,6,4,3,8,0,2
120,1,11,2558,361211,11,211,45,106,757,166,473,0,1,1,2,1,1,0,4,5,1,0,6,7,5,7,1,6,6,4,7,3
121,16,10,2558,968630,30,630,62,457,134,412,54,0,3,0,6,3,0,0,6,2,4,5,7,1,3,4,4,1,2,0,5,4
122,1,10,2558,594825,25,825,7,175,918,440,799,0,2,5,8,2,5,0,0,7,1,7,5,9,1,8,4,4,0,7,9,9
123,16,9,2558,743148,48,148,6,435,209,375,84,0,4,8,1,4,8,0,0,6,4,3,5,2,0,9,3,7,5,0,8,4
124,1,9,2558,21094,94,94,89,260,403,68,819,0,9,4,0,9,4,0,8,9,2,6,0,4,0,3,0,6,8,8,1,9
125,16,8,2558,33363,63,363,40,781,227,624,648,0,6,3,3,6,3,0,4,0,7,8,1,2,2,7,6,2,4,6,4,8
126,1,8,2558,518677,77,677,53,333,598,648,889,0,7,7,6,7,7,0,5,3,3,3,3,5,9,8,6,4,8,8,8,9
127,16,7,2558,121507,7,507,49,761,461,830,294,0,0,7,5,0,7,0,4,9,7,6,1,4,6,1,8,3,0,2,9,4
128,1,7,2558,759049,49,49,26,565,814,81,567,0,4,9,0,4,9,0,2,6,5,6,5,8,1,4,0,8,1,5,6,7
129,16,6,2558,644742,42,742,5,429,253,386,532,0,4,2,7,4,2,0,0,5,4,2,9,2,5,3,3,8,6,5,3,2
130,2,6,2558,388881,81,881,65,314,700,876,969,0,8,1,8,8,1,0,6,5,3,1,4,7,0,0,8,7,6,9,6,9
131,16,5,2558,11421,21,421,38,799,484,851,928,0,2,1,4,2,1,0,3,8,7,9,9,4,8,4,8,5,1,9,2,8
132,2,5,2558,543466,66,466,30,818,163,366,195,0,6,6,4,6,6,0,3,0,8,1,8,1,6,3,3,6,6,1,9,5
133,16,4,2558,506260,60,260,38,101,164,495,973,0,6,0,2,6,0,0,3,8,1,0,1,1,6,4,4,9,5,9,7,3
134,1,4,2558,605704,4,704,70,558,962,557,861,0,0,4,7,0,4,0,7,0,5,5,8,9,6,2,5,5,7,8,6,1
135,16,3,2558,48151,51,151,92,339,622,623,757,0,5,1,1,5,1,0,9,2,3,3,9,6,2,2,6,2,3,7,5,7
136,1,3,2558,240237,37,237,34,498,31,857,8,0,3,7,2,3,7,0,3,4,4,9,8,0,3,1,8,5,7,0,0,8
137,16,2,2558,1864,64,864,90,843,103,825,392,0,6,4,8,6,4,0,9,0,8,4,3,1,0,3,8,2,5,3,9,2
138,1,2,2558,155537,37,537,79,83,286,813,8,0,3,7,5,3,7,0,7,9,0,8,3,2,8,6,8,1,3,0,0,8
139,16,1,2558,244351,51,351,74,68,398,595,877,0,5,1,3,5,1,0,7,4,0,6,8,3,9,8,5,9,5,8,7,7
140,30,12,2557,461704,4,704,57,853,982,535,950,0,0,4,7,0,4,0,5,7,8,5,3,9,8,2,5,3,5,9,5,0
141,16,12,2557,948354,54,354,90,80,763,775,901,0,5,4,3,5,4,0,9,0,0,8,0,7,6,3,7,7,5,9,0,1
142,1,12,2557,480449,49,449,11,820,380,580,161,0,4,9,4,4,9,0,1,1,8,2,0,3,8,0,5,8,0,1,6,1
143,16,11,2557,479804,4,804,25,179,422,480,709,0,0,4,8,0,4,0,2,5,1,7,9,4,2,2,4,8,0,7,0,9
144,1,11,2557,206608,8,608,44,607,203,855,979,0,0,8,6,0,8,0,4,4,6,0,7,2,0,3,8,5,5,9,7,9
145,16,10,2557,656409,9,409,94,647,784,848,910,0,0,9,4,0,9,0,9,4,6,4,7,7,8,4,8,4,8,9,1,0
146,1,10,2557,375615,15,615,44,251,86,159,520,0,1,5,6,1,5,0,4,4,2,5,1,0,8,6,1,5,9,5,2,0
147,16,9,2557,772269,69,269,35,112,257,342,790,0,6,9,2,6,9,0,3,5,1,1,2,2,5,7,3,4,2,7,9,0
148,1,9,2557,856763,63,763,22,308,912,477,490,0,6,3,7,6,3,0,2,2,3,0,8,9,1,2,4,7,7,4,9,0
149,16,8,2557,662842,42,842,91,639,912,187,633,0,4,2,8,4,2,0,9,1,6,3,9,9,1,2,1,8,7,6,3,3
150,1,8,2557,766391,91,391,82,349,576,623,637,0,9,1,3,9,1,0,8,2,3,4,9,5,7,6,6,2,3,6,3,7
151,16,7,2557,468728,28,728,45,104,944,117,205,0,2,8,7,2,8,0,4,5,1,0,4,9,4,4,1,1,7,2,0,5
152,1,7,2557,378477,77,477,39,123,271,441,864,0,7,7,4,7,7,0,3,9,1,2,3,2,7,1,4,4,1,8,6,4
153,16,6,2557,673920,20,920,95,158,140,639,576,0,2,0,9,2,0,0,9,5,1,5,8,1,4,0,6,3,9,5,7,6
154,1,6,2557,781198,98,198,18,160,324,409,636,0,9,8,1,9,8,0,1,8,1,6,0,3,2,4,4,0,9,6,3,6
155,16,5,2557,87523,23,523,20,150,505,112,246,0,2,3,5,2,3,0,2,0,1,5,0,5,0,5,1,1,2,2,4,6
156,2,5,2557,103297,97,297,52,143,158,673,797,0,9,7,2,9,7,0,5,2,1,4,3,1,5,8,6,7,3,7,9,7
157,16,4,2557,153406,6,406,26,344,13,355,634,0,0,6,4,0,6,0,2,6,3,4,4,0,1,3,3,5,5,6,3,4
158,1,4,2557,28866,66,866,95,186,499,835,938,0,6,6,8,6,6,0,9,5,1,8,6,4,9,9,8,3,5,9,3,8
159,16,3,2557,531404,4,404,79,250,305,400,904,0,0,4,4,0,4,0,7,9,2,5,0,3,0,5,4,0,0,9,0,4
160,1,3,2557,906318,18,318,35,116,537,753,798,0,1,8,3,1,8,0,3,5,1,1,6,5,3,7,7,5,3,7,9,8
161,16,2,2557,384245,45,245,1,397,530,74,521,0,4,5,2,4,5,0,0,1,3,9,7,5,3,0,0,7,4,5,2,1
162,1,2,2557,180149,49,149,95,406,492,888,976,0,4,9,1,4,9,0,9,5,4,0,6,4,9,2,8,8,8,9,7,6
163,16,1,2557,306902,2,902,52,242,77,149,510,0,0,2,9,0,2,0,5,2,2,4,2,0,7,7,1,4,9,5,1,0
164,30,12,2556,561072,72,72,48,513,750,503,275,0,7,2,0,7,2,0,4,8,5,1,3,7,5,0,5,0,3,2,7,5
165,16,12,2556,341767,67,767,79,111,228,742,826,0,6,7,7,6,7,0,7,9,1,1,1,2,2,8,7,4,2,8,2,6
166,1,12,2556,168795,95,795,27,734,766,74,980,0,9,5,7,9,5,0,2,7,7,3,4,7,6,6,0,7,4,9,8,0
167,16,11,2556,806925,25,925,28,69,304,672,753,0,2,5,9,2,5,0,2,8,0,6,9,3,0,4,6,7,2,7,5,3
168,1,11,2556,739804,4,804,47,502,20,256,173,0,0,4,8,0,4,0,4,7,5,0,2,0,2,0,2,5,6,1,7,3
169,16,10,2556,963289,89,289,60,402,529,876,952,0,8,9,2,8,9,0,6,0,4,0,2,5,2,9,8,7,6,9,5,2
170,1,10,2556,647882,82,882,14,576,324,650,28,0,8,2,8,8,2,0,1,4,5,7,6,3,2,4,6,5,0,0,2,8
171,16,9,2556,562684,84,684,63,56,235,574,754,0,8,4,6,8,4,0,6,3,0,5,6,2,3,5,5,7,4,7,5,4
172,1,9,2556,548123,23,123,5,281,570,800,45,0,2,3,1,2,3,0,0,5,2,8,1,5,7,0,8,0,0,0,4,5
173,16,8,2556,321327,27,327,20,417,945,448,201,0,2,7,3,2,7,0,2,0,4,1,7,9,4,5,4,4,8,2,0,1
174,1,8,2556,356435,35,435,82,880,451,718,329,0,3,5,4,3,5,0,8,2,8,8,0,4,5,1,7,1,8,3,2,9
175,16,7,2556,566996,96,996,86,352,210,584,526,0,9,6,9,9,6,0,8,6,3,5,2,2,1,0,5,8,4,5,2,6
176,1,7,2556,646905,5,905,51,75,284,903,904,0,0,5,9,0,5,0,5,1,0,7,5,2,8,4,9,0,3,9,0,4
177,16,6,2556,289673,73,673,69,390,98,114,502,0,7,3,6,7,3,0,6,9,3,9,0,0,9,8,1,1,4,5,0,2
178,1,6,2556,935489,89,489,90,480,713,716,768,0,8,9,4,8,9,0,9,0,4,8,0,7,1,3,7,1,6,7,6,8
179,16,5,2556,687125,25,125,56,34,261,390,945,0,2,5,1,2,5,0,5,6,0,3,4,2,6,1,3,9,0,9,4,5
180,2,5,2556,603458,58,458,7,272,359,516,830,0,5,8,4,5,8,0,0,7,2,7,2,3,5,9,5,1,6,8,3,0
181,16,4,2556,843846,46,846,86,834,862,906,828,0,4,6,8,4,6,0,8,6,8,3,4,8,6,2,9,0,6,8,2,8
182,1,4,2556,571688,88,688,53,170,430,670,725,0,8,8,6,8,8,0,5,3,1,7,0,4,3,0,6,7,0,7,2,5
183,16,3,2556,968433,33,433,52,860,959,175,529,0,3,3,4,3,3,0,5,2,8,6,0,9,5,9,1,7,5,5,2,9
184,1,3,2556,976241,41,241,37,972,721,133,775,0,4,1,2,4,1,0,3,7,9,7,2,7,2,1,1,3,3,7,7,5
185,16,2,2556,368257,57,257,9,657,708,109,386,0,5,7,2,5,7,0,0,9,6,5,7,7,0,8,1,0,9,3,8,6
186,1,2,2556,565566,66,566,66,452,695,641,782,0,6,6,5,6,6,0,6,6,4,5,2,6,9,5,6,4,1,7,8,2
187,16,1,2556,820981,81,981,8,555,196,374,334,0,8,1,9,8,1,0,0,8,5,5,5,1,9,6,3,7,4,3,3,4
188,30,12,2555,302358,58,358,0,589,864,126,832,0,5,8,3,5,8,0,0,0,5,8,9,8,6,4,1,2,6,8,3,2
189,16,12,2555,529524,24,524,72,734,745,778,8,0,2,4,5,2,4,0,7,2,7,3,4,7,4,5,7,7,8,0,0,8
190,1,12,2555,110443,43,443,43,434,553,489,303,0,4,3,4,4,3,0,4,3,4,3,4,5,5,3,4,8,9,3,0,3
191,16,11,2555,639500,0,500,15,576,560,804,627,0,0,0,5,0,0,0,1,5,5,7,6,5,6,0,8,0,4,6,2,7
192,1,11,2555,524694,94,694,63,217,188,285,338,0,9,4,6,9,4,0,6,3,2,1,7,1,8,8,2,8,5,3,3,8
193,16,10,2555,281343,43,343,28,152,89,396,868,0,4,3,3,4,3,0,2,8,1,5,2,0,8,9,3,9,6,8,6,8
194,1,10,2555,124025,25,25,58,940,554,291,873,0,2,5,0,2,5,0,5,8,9,4,0,5,5,4,2,9,1,8,7,3
195,16,9,2555,540143,43,143,79,242,752,123,770,0,4,3,1,4,3,0,7,9,2,4,2,7,5,2,1,2,3,7,7,0
196,1,9,2555,329997,97,997,7,736,598,148,639,0,9,7,9,9,7,0,0,7,7,3,6,5,9,8,1,4,8,6,3,9
197,16,8,2555,683877,77,877,28,32,612,775,730,0,7,7,8,7,7,0,2,8,0,3,2,6,1,2,7,7,5,7,3,0
198,1,8,2555,895590,90,590,50,820,599,796,745,0,9,0,5,9,0,0,5,0,8,2,0,5,9,9,7,9,6,7,4,5
199,16,7,2555,904050,50,50,11,897,224,159,42,0,5,0,0,5,0,0,1,1,8,9,7,2,2,4,1,5,9,0,4,2
200,1,7,2555,915900,0,900,60,715,656,530,611,0,0,0,9,0,0,0,6,0,7,1,5,6,5,6,5,3,0,6,1,1
